10000,0.000258
20000,0.000437
30000,0.000639
40000,0.000699
50000,0.000933
60000,0.001140
70000,0.001201
80000,0.001730
90000,0.001809
100000,0.002150
110000,0.002147
120000,0.002279
130000,0.002203
140000,0.002425
150000,0.002459
160000,0.002590
170000,0.003916
180000,0.003926
190000,0.004401
200000,0.004173
210000,0.004249
220000,0.004595
230000,0.004931
240000,0.004858
250000,0.005043
260000,0.005094
270000,0.005472
280000,0.004959
290000,0.005445
300000,0.005300
310000,0.005797
320000,0.006035
330000,0.008510
340000,0.009508
350000,0.008561
360000,0.008677
370000,0.009000
380000,0.008844
390000,0.008745
400000,0.008317
410000,0.008334
420000,0.008906
430000,0.008886
440000,0.008595
450000,0.009677
460000,0.009741
470000,0.009180
480000,0.009493
490000,0.009780
500000,0.010092
510000,0.010162
520000,0.010265
530000,0.010958
540000,0.011570
550000,0.010530
560000,0.010286
570000,0.010787
580000,0.011495
590000,0.010851
600000,0.011441
610000,0.012824
620000,0.011220
630000,0.011864
640000,0.011837
650000,0.014802
660000,0.014764
670000,0.015919
680000,0.016478
690000,0.014597
700000,0.015401
710000,0.016286
720000,0.016008
730000,0.015958
740000,0.014976
750000,0.015940
760000,0.015728
770000,0.015987
780000,0.017644
790000,0.016112
800000,0.016908
810000,0.017130
820000,0.019788
830000,0.019359
840000,0.018337
850000,0.017440
860000,0.018502
870000,0.019256
880000,0.017621
890000,0.018119
900000,0.018293
910000,0.018838
920000,0.019850
930000,0.019143
940000,0.017564
950000,0.019881
960000,0.019866
970000,0.018931
980000,0.019471
990000,0.020541
1000000,0.019594
