10000,0.003950
20000,0.007461
30000,0.009569
40000,0.017057
50000,0.018313
60000,0.019550
70000,0.020678
80000,0.034256
90000,0.037377
100000,0.039672
110000,0.032925
120000,0.028670
130000,0.036550
140000,0.031497
150000,0.058546
160000,0.045755
170000,0.052841
180000,0.050149
190000,0.057630
200000,0.055434
210000,0.057090
220000,0.064814
230000,0.061777
240000,0.069191
250000,0.066104
260000,0.067694
270000,0.073798
280000,0.068932
290000,0.070980
300000,0.077872
310000,0.116235
320000,0.106625
330000,0.105920
340000,0.106024
350000,0.111382
360000,0.111692
370000,0.115450
380000,0.120859
390000,0.119614
400000,0.121789
410000,0.127520
420000,0.126390
430000,0.126610
440000,0.134776
450000,0.136621
460000,0.133572
470000,0.133507
480000,0.135975
490000,0.139086
500000,0.145208
510000,0.140115
520000,0.142123
530000,0.145299
540000,0.147148
550000,0.150553
560000,0.149447
570000,0.152341
580000,0.152184
590000,0.155929
600000,0.159023
610000,0.157672
620000,0.254867
630000,0.218510
640000,0.220603
650000,0.223240
660000,0.221987
670000,0.226151
680000,0.228205
690000,0.234602
700000,0.230980
710000,0.234332
720000,0.234834
730000,0.239752
740000,0.237376
750000,0.244444
760000,0.243989
770000,0.252040
780000,0.249235
790000,0.254923
800000,0.253539
810000,0.267136
820000,0.254865
830000,0.261225
840000,0.261229
850000,0.262318
860000,0.279862
870000,0.269960
880000,0.267185
890000,0.274799
900000,0.271309
910000,0.273169
920000,0.272932
930000,0.280926
940000,0.280352
950000,0.280409
960000,0.284627
970000,0.286257
980000,0.288837
990000,0.295413
1000000,0.294423
