10000,0.000373
20000,0.000783
30000,0.000645
40000,0.001255
50000,0.001272
60000,0.001295
70000,0.001529
80000,0.002898
90000,0.002366
100000,0.002989
110000,0.003034
120000,0.002928
130000,0.003396
140000,0.002971
150000,0.005199
160000,0.004954
170000,0.005363
180000,0.006299
190000,0.005363
200000,0.005379
210000,0.005723
220000,0.006716
230000,0.005729
240000,0.006723
250000,0.005988
260000,0.005928
270000,0.006745
280000,0.006859
290000,0.010973
300000,0.010047
310000,0.009932
320000,0.010659
330000,0.010166
340000,0.010274
350000,0.010087
360000,0.010440
370000,0.009379
380000,0.010943
390000,0.010867
400000,0.012580
410000,0.011429
420000,0.011931
430000,0.010605
440000,0.012234
450000,0.011250
460000,0.012687
470000,0.013257
480000,0.012558
490000,0.012276
500000,0.011969
510000,0.012779
520000,0.011299
530000,0.013459
540000,0.012791
550000,0.012542
560000,0.012580
570000,0.011653
580000,0.019111
590000,0.017720
600000,0.019027
610000,0.019732
620000,0.020034
630000,0.021074
640000,0.021027
650000,0.019771
660000,0.021804
670000,0.023068
680000,0.021817
690000,0.021270
700000,0.020545
710000,0.022594
720000,0.022751
730000,0.021808
740000,0.023426
750000,0.020744
760000,0.023507
770000,0.019817
780000,0.020337
790000,0.020692
800000,0.020669
810000,0.023797
820000,0.020673
830000,0.020920
840000,0.022071
850000,0.023230
860000,0.022262
870000,0.023517
880000,0.021998
890000,0.026812
900000,0.023567
910000,0.022699
920000,0.022912
930000,0.024642
940000,0.021719
950000,0.021560
960000,0.023763
970000,0.022381
980000,0.022333
990000,0.021914
1000000,0.021569
