10000,0.012771
20000,0.025688
30000,0.036602
40000,0.029898
50000,0.059148
60000,0.054426
70000,0.056362
80000,0.058836
90000,0.061514
100000,0.117479
110000,0.108289
120000,0.110707
130000,0.113074
140000,0.116475
150000,0.117694
160000,0.122055
170000,0.124110
180000,0.136719
190000,0.231788
200000,0.211772
210000,0.213767
220000,0.217934
230000,0.219517
240000,0.254507
250000,0.226425
260000,0.229689
270000,0.231352
280000,0.235868
290000,0.236520
300000,0.242194
310000,0.241732
320000,0.247137
330000,0.248525
340000,0.252257
350000,0.252835
360000,0.274467
370000,0.469853
380000,0.417830
390000,0.422408
400000,0.424126
410000,0.429093
420000,0.494953
430000,0.435268
440000,0.437766
450000,0.443642
460000,0.444245
470000,0.447387
480000,0.449493
490000,0.547200
500000,0.457850
510000,0.458741
520000,0.462215
530000,0.468183
540000,0.466676
550000,0.474011
560000,0.474168
570000,0.545694
580000,0.479924
590000,0.480805
600000,0.484646
610000,0.488539
620000,0.489890
630000,0.525555
640000,0.494948
650000,0.498974
660000,0.534074
670000,0.502369
680000,0.507493
690000,0.509087
700000,0.513806
710000,0.514583
720000,0.518517
730000,0.582924
740000,0.940284
750000,1.063300
760000,0.957448
770000,0.843999
780000,0.939344
790000,0.852615
800000,0.858064
810000,0.860021
820000,0.864725
830000,0.865495
840000,0.869280
850000,0.871679
860000,0.877689
870000,0.879239
880000,1.030808
890000,0.884118
900000,0.890107
910000,1.008353
920000,0.896496
930000,0.898764
940000,1.018303
950000,0.904847
960000,0.907444
970000,1.024563
980000,0.913264
990000,0.914226
1000000,1.040329
