10000,0.013367
20000,0.028261
30000,0.037736
40000,0.034222
50000,0.060382
60000,0.057614
70000,0.056493
80000,0.059231
90000,0.061760
100000,0.120624
110000,0.107063
120000,0.111036
130000,0.113537
140000,0.116613
150000,0.119189
160000,0.120654
170000,0.124783
180000,0.128687
190000,0.235318
200000,0.212474
210000,0.212345
220000,0.219194
230000,0.220919
240000,0.224004
250000,0.226341
260000,0.231215
270000,0.230803
280000,0.236903
290000,0.239443
300000,0.276115
310000,0.242537
320000,0.245715
330000,0.248759
340000,0.251273
350000,0.253417
360000,0.257366
370000,0.468670
380000,0.417622
390000,0.519904
400000,0.425652
410000,0.431144
420000,0.499019
430000,0.435456
440000,0.437847
450000,0.443210
460000,0.443228
470000,0.447291
480000,0.452018
490000,0.488763
500000,0.455245
510000,0.458736
520000,0.498325
530000,0.464409
540000,0.467384
550000,0.470378
560000,0.474594
570000,0.476125
580000,0.480415
590000,0.481542
600000,0.580561
610000,0.488104
620000,0.491324
630000,0.608432
640000,0.524181
650000,0.515270
660000,0.520077
670000,0.522726
680000,0.526825
690000,0.563068
700000,0.536723
710000,0.625421
720000,0.549538
730000,0.563308
740000,0.982828
750000,0.895808
760000,0.897041
770000,0.887295
780000,0.894212
790000,0.874585
800000,0.900203
810000,0.884949
820000,0.887452
830000,0.888897
840000,0.904915
850000,0.894324
860000,0.892139
870000,0.893517
880000,1.042824
890000,0.912073
900000,0.934840
910000,1.108745
920000,1.047246
930000,0.935498
940000,0.920373
950000,1.069967
960000,0.946905
970000,0.937904
980000,1.165970
990000,0.921109
1000000,1.157307
