10000,0.000245
20000,0.000409
30000,0.000581
40000,0.001170
50000,0.000969
60000,0.001195
70000,0.001288
80000,0.002000
90000,0.002145
100000,0.002273
110000,0.002434
120000,0.003038
130000,0.002517
140000,0.002786
150000,0.002922
160000,0.003029
170000,0.003931
180000,0.004173
190000,0.004751
200000,0.004748
210000,0.004586
220000,0.004850
230000,0.004898
240000,0.005071
250000,0.005143
260000,0.004946
270000,0.005065
280000,0.005666
290000,0.005500
300000,0.005393
310000,0.006009
320000,0.005564
330000,0.007770
340000,0.008504
350000,0.007418
360000,0.007558
370000,0.007735
380000,0.008591
390000,0.008060
400000,0.008143
410000,0.009219
420000,0.008504
430000,0.008930
440000,0.008620
450000,0.009429
460000,0.010073
470000,0.009077
480000,0.009124
490000,0.009074
500000,0.010763
510000,0.010656
520000,0.011397
530000,0.011527
540000,0.011189
550000,0.011955
560000,0.010179
570000,0.011656
580000,0.012036
590000,0.011451
600000,0.011792
610000,0.012197
620000,0.012026
630000,0.011318
640000,0.011451
650000,0.015070
660000,0.015031
670000,0.016023
680000,0.016937
690000,0.016903
700000,0.018299
710000,0.017166
720000,0.017779
730000,0.020178
740000,0.016746
750000,0.016939
760000,0.017076
770000,0.021391
780000,0.019692
790000,0.018416
800000,0.019779
810000,0.019809
820000,0.020580
830000,0.019831
840000,0.021039
850000,0.021007
860000,0.017994
870000,0.021940
880000,0.017234
890000,0.018945
900000,0.018880
910000,0.019576
920000,0.022236
930000,0.019959
940000,0.020618
950000,0.021350
960000,0.021191
970000,0.018751
980000,0.019066
990000,0.020283
1000000,0.019342
